col_0,col_1,col_2,col_3,col_4,col_5,col_6,suggested_move
bbbbbb,xxxoob,oxbbbb,oxbbbb,bbbbbb,xbbbbb,obbbbb,1
xbbbbb,xxxooo,oxbbbb,oxbbbb,bbbbbb,xbbbbb,obbbbb,0
xobbbb,xxxooo,oxbbbb,oxbbbb,xbbbbb,xbbbbb,obbbbb,4
xobbbb,xxxooo,oxxbbb,oxbbbb,xobbbb,xbbbbb,obbbbb,0
xoobbb,xxxooo,oxxbbb,oxxbbb,xobbbb,xbbbbb,obbbbb,3
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,2
bbbbbb,bbbbbb,obbbbb,bbbbbb,xbbbbb,bbbbbb,xbbbbb,1
bbbbbb,obbbbb,obbbbb,xbbbbb,xbbbbb,bbbbbb,xbbbbb,5
bbbbbb,obbbbb,obbbbb,xbbbbb,xbbbbb,oxbbbb,xbbbbb,3
bbbbbb,obbbbb,obbbbb,xobbbb,xbbbbb,oxxbbb,xbbbbb,5
bbbbbb,obbbbb,obbbbb,xobbbb,xbbbbb,oxxoxb,xbbbbb,4
bbbbbb,obbbbb,obbbbb,xobbbb,xoxbbb,oxxoxb,xbbbbb,2
bbbbbb,oxbbbb,oobbbb,xobbbb,xoxbbb,oxxoxb,xbbbbb,2
bbbbbb,oxbbbb,oooxbb,xobbbb,xoxbbb,oxxoxb,xbbbbb,4
bbbbbb,oxbbbb,oooxbb,xoxbbb,xoxobb,oxxoxb,xbbbbb,3
bbbbbb,oxbbbb,oooxbb,xoxobb,xoxobb,oxxoxb,xxbbbb,6
bbbbbb,oxbbbb,oooxbb,xoxobb,xoxobb,oxxoxb,xxoxbb,4
bbbbbb,oxbbbb,oooxbb,xoxobb,xoxoob,oxxoxx,xxoxbb,3
bbbbbb,oxbbbb,oooxbb,xoxoox,xoxoob,oxxoxx,xxoxbb,4
bbbbbb,oxbbbb,oooxxb,xoxoox,xoxooo,oxxoxx,xxoxbb,0
oxbbbb,oxbbbb,oooxxb,xoxoox,xoxooo,oxxoxx,xxoxbb,0
oxobbb,oxxbbb,oooxxb,xoxoox,xoxooo,oxxoxx,xxoxbb,1
oxobbb,oxxoxb,oooxxb,xoxoox,xoxooo,oxxoxx,xxoxbb,1
oxoxbb,oxxoxo,oooxxb,xoxoox,xoxooo,oxxoxx,xxoxbb,0
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,6
xbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,1
xbbbbb,xobbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,3
xbbbbb,xobbbb,xbbbbb,obbbbb,bbbbbb,xbbbbb,obbbbb,0
xobbbb,xoxbbb,xbbbbb,obbbbb,bbbbbb,xbbbbb,obbbbb,2
xobbbb,xoxbbb,xobbbb,oxbbbb,bbbbbb,xbbbbb,obbbbb,3
xobbbb,xoxbbb,xobbbb,oxobbb,bbbbbb,xbbbbb,oxbbbb,0
xoobbb,xoxbbb,xobbbb,oxoxbb,bbbbbb,xbbbbb,oxbbbb,0
xoooxb,xoxbbb,xobbbb,oxoxbb,bbbbbb,xbbbbb,oxbbbb,0
xoooxo,xoxxbb,xobbbb,oxoxbb,bbbbbb,xbbbbb,oxbbbb,2
xoooxo,xoxxxb,xoobbb,oxoxbb,bbbbbb,xbbbbb,oxbbbb,1
xoooxo,xoxxxo,xoobbb,oxoxxb,bbbbbb,xbbbbb,oxbbbb,5
xoooxo,xoxxxo,xoobbb,oxoxxx,bbbbbb,xobbbb,oxbbbb,5
xoooxo,xoxxxo,xoobbb,oxoxxx,bbbbbb,xooxbb,oxbbbb,4
xoooxo,xoxxxo,xoobbb,oxoxxx,obbbbb,xooxxb,oxbbbb,6
xoooxo,xoxxxo,xoobbb,oxoxxx,obbbbb,xooxxb,oxoxbb,6
xoooxo,xoxxxo,xoobbb,oxoxxx,obbbbb,xooxxb,oxoxox,5
xoooxo,xoxxxo,xooxbb,oxoxxx,obbbbb,xooxxo,oxoxox,2
xoooxo,xoxxxo,xooxox,oxoxxx,obbbbb,xooxxo,oxoxox,4
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,1
xbbbbb,obbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,6
xbbbbb,obbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,oxbbbb,2
xbbbbb,obbbbb,oxbbbb,xbbbbb,bbbbbb,bbbbbb,oxbbbb,6
xbbbbb,oxbbbb,oxbbbb,xbbbbb,bbbbbb,bbbbbb,oxobbb,6
xbbbbb,oxbbbb,oxbbbb,xxbbbb,bbbbbb,bbbbbb,oxoobb,0
xobbbb,oxbbbb,oxbbbb,xxxbbb,bbbbbb,bbbbbb,oxoobb,3
xobbbb,oxbbbb,oxbbbb,xxxobb,xbbbbb,bbbbbb,oxoobb,4
xobbbb,oxbbbb,oxbbbb,xxxobb,xobbbb,bbbbbb,oxooxb,4
xobbbb,oxbbbb,oxbbbb,xxxobb,xooxbb,bbbbbb,oxooxb,5
xobbbb,oxbbbb,oxbbbb,xxxobb,xooxbb,oxbbbb,oxooxb,6
xobbbb,oxbbbb,oxbbbb,xxxobb,xooxbb,oxxbbb,oxooxo,3
xobbbb,oxbbbb,oxbbbb,xxxoob,xooxbb,oxxxbb,oxooxo,5
xobbbb,oxbbbb,oxbbbb,xxxoox,xooxbb,oxxxob,oxooxo,1
xobbbb,oxobbb,oxbbbb,xxxoox,xooxxb,oxxxob,oxooxo,1
xobbbb,oxooxb,oxbbbb,xxxoox,xooxxb,oxxxob,oxooxo,1
xoxbbb,oxooxo,oxbbbb,xxxoox,xooxxb,oxxxob,oxooxo,5
xoxxbb,oxooxo,oxbbbb,xxxoox,xooxxb,oxxxoo,oxooxo,4
xoxxxb,oxooxo,oxbbbb,xxxoox,xooxxo,oxxxoo,oxooxo,0
xoxxxo,oxooxo,oxxbbb,xxxoox,xooxxo,oxxxoo,oxooxo,2
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,6
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,obbbbb,2
xbbbbb,xbbbbb,obbbbb,bbbbbb,bbbbbb,xbbbbb,obbbbb,6
xbbbbb,xbbbbb,oxbbbb,bbbbbb,bbbbbb,xbbbbb,oobbbb,6
xbbbbb,xbbbbb,oxbbbb,bbbbbb,bbbbbb,xbbbbb,oooxbb,6
xbbbbb,xbbbbb,oxbbbb,xbbbbb,bbbbbb,xbbbbb,oooxob,1
xbbbbb,xobbbb,oxbbbb,xxbbbb,bbbbbb,xbbbbb,oooxob,6
xbbbbb,xobbbb,oxbbbb,xxxbbb,bbbbbb,xbbbbb,oooxoo,3
xbbbbb,xobbbb,oxbbbb,xxxobb,bbbbbb,xxbbbb,oooxoo,3
xbbbbb,xobbbb,oxbbbb,xxxoob,bbbbbb,xxxbbb,oooxoo,5
xbbbbb,xobbbb,oxbbbb,xxxoob,xbbbbb,xxxobb,oooxoo,4
xbbbbb,xobbbb,oxbbbb,xxxoob,xoxbbb,xxxobb,oooxoo,2
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,1
xbbbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,4
xbbbbb,obbbbb,bbbbbb,xbbbbb,obbbbb,bbbbbb,xbbbbb,5
xbbbbb,obbbbb,xbbbbb,xbbbbb,obbbbb,obbbbb,xbbbbb,2
xbbbbb,obbbbb,xobbbb,xbbbbb,obbbbb,oxbbbb,xbbbbb,5
xbbbbb,obbbbb,xobbbb,xbbbbb,oxbbbb,oxobbb,xbbbbb,5
xbbbbb,obbbbb,xobbbb,xbbbbb,oxbbbb,oxoobb,xxbbbb,3
xbbbbb,obbbbb,xobbbb,xobbbb,oxbbbb,oxoobb,xxxbbb,6
xbbbbb,obbbbb,xobbbb,xobbbb,oxbbbb,oxoobb,xxxoxb,5
xbbbbb,obbbbb,xobbbb,xobbbb,oxbbbb,oxooox,xxxoxb,1
xxbbbb,oobbbb,xobbbb,xobbbb,oxbbbb,oxooox,xxxoxb,1
xxbbbb,oooxbb,xobbbb,xobbbb,oxbbbb,oxooox,xxxoxb,3
xxxbbb,oooxbb,xobbbb,xoobbb,oxbbbb,oxooox,xxxoxb,0
xxxoxb,oooxbb,xobbbb,xoobbb,oxbbbb,oxooox,xxxoxb,4
xxxoxb,oooxbb,xobbbb,xoobbb,oxoxbb,oxooox,xxxoxb,2
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,6
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,xbbbbb,obbbbb,2
bbbbbb,xbbbbb,obbbbb,bbbbbb,xbbbbb,xbbbbb,obbbbb,2
bbbbbb,xxbbbb,oobbbb,bbbbbb,xbbbbb,xbbbbb,obbbbb,2
bbbbbb,xxxbbb,ooobbb,bbbbbb,xbbbbb,xbbbbb,obbbbb,2
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xobbbb,xbbbbb,bbbbbb,3
bbbbbb,bbbbbb,bbbbbb,obbbbb,xoxbbb,xbbbbb,bbbbbb,1
bbbbbb,oxbbbb,bbbbbb,obbbbb,xoxbbb,xbbbbb,bbbbbb,2
xbbbbb,oxbbbb,obbbbb,obbbbb,xoxbbb,xbbbbb,bbbbbb,4
xbbbbb,oxbbbb,obbbbb,obbbbb,xoxoxb,xbbbbb,bbbbbb,2
xbbbbb,oxbbbb,oobbbb,obbbbb,xoxoxb,xxbbbb,bbbbbb,2
xbbbbb,oxbbbb,oooxbb,obbbbb,xoxoxb,xxbbbb,bbbbbb,3
xbbbbb,oxbbbb,oooxbb,ooxbbb,xoxoxb,xxbbbb,bbbbbb,4
xbbbbb,oxbbbb,oooxbb,ooxxbb,xoxoxo,xxbbbb,bbbbbb,6
bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,1
bbbbbb,obbbbb,xbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,4
bbbbbb,obbbbb,xbbbbb,bbbbbb,xobbbb,xbbbbb,bbbbbb,3
bbbbbb,oxbbbb,xbbbbb,obbbbb,xobbbb,xbbbbb,bbbbbb,2
bbbbbb,oxbbbb,xobbbb,obbbbb,xobbbb,xxbbbb,bbbbbb,0
obbbbb,oxbbbb,xobbbb,obbbbb,xobbbb,xxxbbb,bbbbbb,5
obbbbb,oxbbbb,xobbbb,obbbbb,xobbbb,xxxoxb,bbbbbb,5
obbbbb,oxbbbb,xobbbb,obbbbb,xobbbb,xxxoxo,xbbbbb,3
obbbbb,oxbbbb,xobbbb,oobbbb,xoxbbb,xxxoxo,xbbbbb,2
obbbbb,oxbbbb,xoobbb,ooxbbb,xoxbbb,xxxoxo,xbbbbb,3
obbbbb,oxbbbb,xoobbb,ooxobb,xoxbbb,xxxoxo,xxbbbb,6
obbbbb,oxbbbb,xooxbb,ooxobb,xoxbbb,xxxoxo,xxobbb,4
obbbbb,oxbbbb,xooxbb,ooxobb,xoxobb,xxxoxo,xxoxbb,4
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,6
bbbbbb,xxbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,0
obbbbb,xxxbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,1
obbbbb,xxxobb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,1
obbbbb,xxxoob,xbbbbb,xbbbbb,bbbbbb,bbbbbb,obbbbb,4
obbbbb,xxxoob,xbbbbb,xxbbbb,obbbbb,bbbbbb,obbbbb,1
obbbbb,xxxooo,xxbbbb,xxbbbb,obbbbb,bbbbbb,obbbbb,0
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,xbbbbb,2
bbbbbb,bbbbbb,obbbbb,bbbbbb,obbbbb,xbbbbb,xxbbbb,3
bbbbbb,xbbbbb,obbbbb,obbbbb,obbbbb,xbbbbb,xxbbbb,2
bbbbbb,xbbbbb,oobbbb,obbbbb,obbbbb,xbbbbb,xxxbbb,6
bbbbbb,xbbbbb,ooxbbb,obbbbb,obbbbb,xbbbbb,xxxobb,6
bbbbbb,xbbbbb,ooxbbb,obbbbb,obbbbb,xxbbbb,xxxoob,4
bbbbbb,xbbbbb,ooxbbb,obbbbb,oobbbb,xxxbbb,xxxoob,5
bbbbbb,xbbbbb,ooxbbb,obbbbb,ooxbbb,xxxobb,xxxoob,1
bbbbbb,xobbbb,ooxbbb,oxbbbb,ooxbbb,xxxobb,xxxoob,4
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,2
bbbbbb,xbbbbb,obbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,2
bbbbbb,xxbbbb,oobbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,2
bbbbbb,xxxbbb,ooobbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,2
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,1
xbbbbb,xobbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,2
xxbbbb,xobbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,0
xxobbb,xobbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,5
xxobbb,xobbbb,obbbbb,bbbbbb,bbbbbb,oxbbbb,xbbbbb,3
xxobbb,xobbbb,obbbbb,obbbbb,xbbbbb,oxbbbb,xbbbbb,3
xxobbb,xobbbb,obbbbb,oobbbb,xbbbbb,oxbbbb,xxbbbb,3
xxobbb,xobbbb,obbbbb,oooxbb,xbbbbb,oxbbbb,xxbbbb,2
xxobbb,xobbbb,oobbbb,oooxbb,xxbbbb,oxbbbb,xxbbbb,4
xxobbb,xobbbb,oobbbb,oooxbb,xxobbb,oxbbbb,xxxbbb,6
xxobbb,xobbbb,oobbbb,oooxxb,xxobbb,oxbbbb,xxxobb,2
xxobbb,xoxbbb,ooobbb,oooxxb,xxobbb,oxbbbb,xxxobb,5
bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,0
obbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,6
obbbbb,bbbbbb,xbbbbb,bbbbbb,xbbbbb,bbbbbb,xobbbb,1
obbbbb,obbbbb,xbbbbb,xbbbbb,xbbbbb,bbbbbb,xobbbb,5
obbbbb,obbbbb,xxbbbb,xbbbbb,xbbbbb,obbbbb,xobbbb,2
oxbbbb,obbbbb,xxobbb,xbbbbb,xbbbbb,obbbbb,xobbbb,1
oxbbbb,ooxbbb,xxobbb,xbbbbb,xbbbbb,obbbbb,xobbbb,3
oxxbbb,ooxbbb,xxobbb,xobbbb,xbbbbb,obbbbb,xobbbb,0
oxxoxb,ooxbbb,xxobbb,xobbbb,xbbbbb,obbbbb,xobbbb,5
oxxoxb,ooxbbb,xxobbb,xobbbb,xxbbbb,oobbbb,xobbbb,5
oxxoxb,ooxbbb,xxobbb,xobbbb,xxbbbb,oooxbb,xobbbb,3
oxxoxb,ooxbbb,xxobbb,xooxbb,xxbbbb,oooxbb,xobbbb,4
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,5
xbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,obbbbb,bbbbbb,2
xbbbbb,bbbbbb,obbbbb,xxbbbb,bbbbbb,obbbbb,bbbbbb,1
xbbbbb,obbbbb,obbbbb,xxxbbb,bbbbbb,obbbbb,bbbbbb,3
xbbbbb,obbbbb,obbbbb,xxxoxb,bbbbbb,obbbbb,bbbbbb,3
xxbbbb,obbbbb,obbbbb,xxxoxo,bbbbbb,obbbbb,bbbbbb,2
xxxbbb,obbbbb,oobbbb,xxxoxo,bbbbbb,obbbbb,bbbbbb,0
xxxobb,obbbbb,ooxbbb,xxxoxo,bbbbbb,obbbbb,bbbbbb,2
xxxobb,oxbbbb,ooxobb,xxxoxo,bbbbbb,obbbbb,bbbbbb,1
xxxobb,oxoxbb,ooxobb,xxxoxo,bbbbbb,obbbbb,bbbbbb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,xbbbbb,1
xbbbbb,obbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,xbbbbb,2
xbbbbb,obbbbb,obbbbb,xbbbbb,obbbbb,xbbbbb,xbbbbb,4
xbbbbb,obbbbb,obbbbb,xxbbbb,oobbbb,xbbbbb,xbbbbb,4
xbbbbb,obbbbb,obbbbb,xxxbbb,ooobbb,xbbbbb,xbbbbb,4
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,1
bbbbbb,xobbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,5
bbbbbb,xobbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,bbbbbb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,0
obbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xxbbbb,6
obbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,xxobbb,4
obbbbb,bbbbbb,bbbbbb,bbbbbb,oxbbbb,xbbbbb,xxobbb,3
obbbbb,bbbbbb,bbbbbb,oxbbbb,oxbbbb,xbbbbb,xxobbb,5
obbbbb,bbbbbb,bbbbbb,oxxbbb,oxbbbb,xobbbb,xxobbb,1
obbbbb,obbbbb,bbbbbb,oxxxbb,oxbbbb,xobbbb,xxobbb,2
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,3
xbbbbb,bbbbbb,bbbbbb,oxbbbb,bbbbbb,bbbbbb,bbbbbb,1
xbbbbb,obbbbb,bbbbbb,oxbbbb,bbbbbb,xbbbbb,bbbbbb,2
xbbbbb,obbbbb,obbbbb,oxbbbb,xbbbbb,xbbbbb,bbbbbb,0
xobbbb,obbbbb,obbbbb,oxbbbb,xbbbbb,xbbbbb,xbbbbb,5
xobbbb,obbbbb,obbbbb,oxbbbb,xbbbbb,xobbbb,xxbbbb,6
xobbbb,obbbbb,obbbbb,oxxbbb,xbbbbb,xobbbb,xxobbb,6
xobbbb,obbbbb,obbbbb,oxxxbb,xbbbbb,xobbbb,xxoobb,3
xobbbb,oxbbbb,obbbbb,oxxxob,xbbbbb,xobbbb,xxoobb,6
xobbbb,oxbbbb,obbbbb,oxxxob,xbbbbb,xobbbb,xxooox,4
xobbbb,oxbbbb,obbbbb,oxxxob,xobbbb,xoxbbb,xxooox,1
xobbbb,oxobbb,oxbbbb,oxxxob,xobbbb,xoxbbb,xxooox,2
xobbbb,oxobbb,oxoxbb,oxxxob,xobbbb,xoxbbb,xxooox,3
xobbbb,oxoxbb,oxoxbb,oxxxoo,xobbbb,xoxbbb,xxooox,5
xobbbb,oxoxbb,oxoxbb,oxxxoo,xobbbb,xoxoxb,xxooox,5
xobbbb,oxoxxb,oxoxbb,oxxxoo,xobbbb,xoxoxo,xxooox,1
xoxbbb,oxoxxo,oxoxbb,oxxxoo,xobbbb,xoxoxo,xxooox,0
xoxobb,oxoxxo,oxoxbb,oxxxoo,xoxbbb,xoxoxo,xxooox,4
xoxobb,oxoxxo,oxoxbb,oxxxoo,xoxoxb,xoxoxo,xxooox,4
xoxoxb,oxoxxo,oxoxbb,oxxxoo,xoxoxo,xoxoxo,xxooox,0
xoxoxo,oxoxxo,oxoxxb,oxxxoo,xoxoxo,xoxoxo,xxooox,2
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,1
bbbbbb,obbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,1
bbbbbb,oobbbb,xbbbbb,bbbbbb,xbbbbb,bbbbbb,xbbbbb,1
bbbbbb,ooobbb,xbbbbb,xbbbbb,xbbbbb,bbbbbb,xbbbbb,1
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,1
xbbbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,6
xxbbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xobbbb,1
xxxbbb,oobbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xobbbb,0
xxxoxb,oobbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xobbbb,1
xxxoxb,oooxbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xobbbb,3
xxxoxb,oooxxb,bbbbbb,obbbbb,bbbbbb,bbbbbb,xobbbb,2
xxxoxb,oooxxb,obbbbb,obbbbb,xbbbbb,bbbbbb,xobbbb,2
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,2
bbbbbb,bbbbbb,oxbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,6
xbbbbb,bbbbbb,oxbbbb,xbbbbb,bbbbbb,bbbbbb,obbbbb,5
xbbbbb,bbbbbb,oxbbbb,xbbbbb,xbbbbb,obbbbb,obbbbb,3
xbbbbb,bbbbbb,oxxbbb,xobbbb,xbbbbb,obbbbb,obbbbb,1
xbbbbb,obbbbb,oxxxbb,xobbbb,xbbbbb,obbbbb,obbbbb,2
xbbbbb,obbbbb,oxxxob,xobbbb,xbbbbb,obbbbb,oxbbbb,2
xbbbbb,oxbbbb,oxxxoo,xobbbb,xbbbbb,obbbbb,oxbbbb,4
xbbbbb,oxbbbb,oxxxoo,xoxbbb,xobbbb,obbbbb,oxbbbb,3
xbbbbb,oxbbbb,oxxxoo,xoxobb,xoxbbb,obbbbb,oxbbbb,1
xbbbbb,oxobbb,oxxxoo,xoxobb,xoxbbb,oxbbbb,oxbbbb,5
xbbbbb,oxobbb,oxxxoo,xoxobb,xoxxbb,oxobbb,oxbbbb,4
xbbbbb,oxobbb,oxxxoo,xoxobb,xoxxox,oxobbb,oxbbbb,3
xbbbbb,oxobbb,oxxxoo,xoxoob,xoxxox,oxobbb,oxxbbb,3
xbbbbb,oxobbb,oxxxoo,xoxooo,xoxxox,oxobbb,oxxxbb,6
xxbbbb,oxobbb,oxxxoo,xoxooo,xoxxox,oxobbb,oxxxob,1
xxbbbb,oxooxb,oxxxoo,xoxooo,xoxxox,oxobbb,oxxxob,0
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,4
bbbbbb,xbbbbb,bbbbbb,xbbbbb,obbbbb,bbbbbb,bbbbbb,0
obbbbb,xbbbbb,bbbbbb,xbbbbb,oxbbbb,bbbbbb,bbbbbb,6
oxbbbb,xbbbbb,bbbbbb,xbbbbb,oxbbbb,bbbbbb,obbbbb,2
oxxbbb,xbbbbb,obbbbb,xbbbbb,oxbbbb,bbbbbb,obbbbb,6
oxxxbb,xbbbbb,obbbbb,xbbbbb,oxbbbb,bbbbbb,oobbbb,0
oxxxob,xbbbbb,obbbbb,xbbbbb,oxbbbb,bbbbbb,ooxbbb,0
oxxxoo,xbbbbb,oxbbbb,xbbbbb,oxbbbb,bbbbbb,ooxbbb,6
oxxxoo,xxbbbb,oxbbbb,xbbbbb,oxbbbb,bbbbbb,ooxobb,1
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,1
bbbbbb,xobbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,5
bbbbbb,xobbbb,bbbbbb,xbbbbb,xbbbbb,obbbbb,bbbbbb,2
bbbbbb,xobbbb,obbbbb,xbbbbb,xxbbbb,obbbbb,bbbbbb,6
bbbbbb,xobbbb,obbbbb,xbbbbb,xxxbbb,obbbbb,obbbbb,4
bbbbbb,xobbbb,obbbbb,xbbbbb,xxxoxb,obbbbb,obbbbb,4
bbbbbb,xobbbb,oxbbbb,xbbbbb,xxxoxo,obbbbb,obbbbb,0
obbbbb,xobbbb,oxbbbb,xbbbbb,xxxoxo,oxbbbb,obbbbb,3
obbbbb,xobbbb,oxbbbb,xobbbb,xxxoxo,oxxbbb,obbbbb,2
obbbbb,xobbbb,oxobbb,xobbbb,xxxoxo,oxxxbb,obbbbb,5
obbbbb,xobbbb,oxobbb,xobbbb,xxxoxo,oxxxob,oxbbbb,3
obbbbb,xobbbb,oxobbb,xooxbb,xxxoxo,oxxxob,oxbbbb,1
obbbbb,xoobbb,oxoxbb,xooxbb,xxxoxo,oxxxob,oxbbbb,2
obbbbb,xoobbb,oxoxob,xooxbb,xxxoxo,oxxxob,oxxbbb,6
obbbbb,xooxbb,oxoxob,xooxbb,xxxoxo,oxxxob,oxxobb,6
obbbbb,xooxbb,oxoxob,xooxbb,xxxoxo,oxxxob,oxxoox,2
obbbbb,xooxxb,oxoxoo,xooxbb,xxxoxo,oxxxob,oxxoox,1
obbbbb,xooxxo,oxoxoo,xooxbb,xxxoxo,oxxxox,oxxoox,0
ooxbbb,xooxxo,oxoxoo,xooxbb,xxxoxo,oxxxox,oxxoox,0
ooxoxb,xooxxo,oxoxoo,xooxbb,xxxoxo,oxxxox,oxxoox,0
ooxoxo,xooxxo,oxoxoo,xooxxb,xxxoxo,oxxxox,oxxoox,3
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,2
xbbbbb,bbbbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,2
xbbbbb,bbbbbb,oobbbb,bbbbbb,bbbbbb,xbbbbb,xbbbbb,2
xbbbbb,bbbbbb,oooxbb,bbbbbb,bbbbbb,xbbbbb,xbbbbb,2
xbbbbb,bbbbbb,oooxob,bbbbbb,xbbbbb,xbbbbb,xbbbbb,3
xbbbbb,bbbbbb,oooxob,obbbbb,xxbbbb,xbbbbb,xbbbbb,2
xbbbbb,bbbbbb,oooxoo,obbbbb,xxxbbb,xbbbbb,xbbbbb,4
xbbbbb,bbbbbb,oooxoo,oxbbbb,xxxobb,xbbbbb,xbbbbb,3
xbbbbb,xbbbbb,oooxoo,oxobbb,xxxobb,xbbbbb,xbbbbb,3
xbbbbb,xbbbbb,oooxoo,oxoobb,xxxobb,xxbbbb,xbbbbb,6
xbbbbb,xbbbbb,oooxoo,oxoobb,xxxobb,xxxbbb,xobbbb,5
xbbbbb,xbbbbb,oooxoo,oxoobb,xxxobb,xxxoxb,xobbbb,4
xbbbbb,xxbbbb,oooxoo,oxoobb,xxxoob,xxxoxb,xobbbb,5
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,5
bbbbbb,bbbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,bbbbbb,1
bbbbbb,obbbbb,xbbbbb,xxbbbb,bbbbbb,obbbbb,bbbbbb,1
bbbbbb,oobbbb,xbbbbb,xxxbbb,bbbbbb,obbbbb,bbbbbb,3
bbbbbb,oobbbb,xbbbbb,xxxoxb,bbbbbb,obbbbb,bbbbbb,1
bbbbbb,oooxbb,xbbbbb,xxxoxb,bbbbbb,obbbbb,bbbbbb,0
